cause,date,canine,state
Gunfire,3/2/1974,FALSE, TX
Gunfire (Accidental),2/26/1974,FALSE, TX
Struck by vehicle,2/15/1974,FALSE, TX
Gunfire,1/12/1974,FALSE, TX
Gunfire,12/13/1973,FALSE, TX
Automobile accident,12/1/1973,FALSE, TX
Automobile accident,12/1/1973,FALSE, TX
Heart attack,10/7/1973,FALSE, TX
Heart attack,9/27/1973,FALSE, TX
Gunfire,9/19/1973,FALSE, TX
Struck by vehicle,9/18/1973,FALSE, TX
Gunfire,8/21/1973,FALSE, TX
Gunfire,8/21/1973,FALSE, TX
Gunfire,7/29/1973,FALSE, TX
Gunfire,7/19/1973,FALSE, TX
Gunfire,6/30/1973,FALSE, TX
Gunfire,5/21/1973,FALSE, TX
Gunfire (Accidental),5/18/1973,FALSE, TX
Motorcycle accident,5/16/1973,FALSE, TX
Gunfire,5/15/1973,FALSE, TX
Gunfire,4/27/1973,FALSE, TX
Heart attack,4/27/1973,FALSE, TX
Gunfire (Accidental),2/17/1973,FALSE, TX
Gunfire,2/2/1973,FALSE, TX
Gunfire,2/2/1973,FALSE, TX
Gunfire,2/1/1973,FALSE, TX
Gunfire,1/18/1973,FALSE, TX
Gunfire,1/14/1973,FALSE, TX
Gunfire,1/9/1973,FALSE, TX
Gunfire,1/1/1973,FALSE, TX
Vehicle pursuit,12/12/1972,FALSE, TX
Gunfire,10/26/1972,FALSE, TX
Fire,8/17/1972,FALSE, TX
Automobile accident,7/28/1972,FALSE, TX
Vehicular assault,7/26/1972,FALSE, TX
Gunfire,7/18/1972,FALSE, TX
Gunfire,6/29/1972,FALSE, TX
Gunfire,6/23/1972,FALSE, TX
Stabbed,6/17/1972,FALSE, TX
Gunfire (Accidental),6/14/1972,FALSE, TX
Gunfire,5/19/1972,FALSE, TX
Gunfire,5/19/1972,FALSE, TX
Gunfire,5/18/1972,FALSE, TX
Gunfire,5/2/1972,FALSE, TX
Struck by vehicle,3/30/1972,FALSE, TX
Gunfire,3/25/1972,FALSE, TX
Vehicular assault,3/18/1972,FALSE, TX
Struck by vehicle,1/5/1972,FALSE, TX
Gunfire,12/24/1971,FALSE, TX
Struck by vehicle,12/10/1971,FALSE, TX
Gunfire,11/17/1971,FALSE, TX
Gunfire,11/10/1971,FALSE, TX
Gunfire,10/28/1971,FALSE, TX
Gunfire,9/28/1971,FALSE, TX
Aircraft accident,9/17/1971,FALSE, TX
Aircraft accident,9/17/1971,FALSE, TX
Gunfire,8/20/1971,FALSE, TX
Assault,6/8/1971,FALSE, TX
Heart attack,5/27/1971,FALSE, TX
Gunfire,3/25/1971,FALSE, TX
Gunfire,3/10/1971,FALSE, TX
Gunfire,2/28/1971,FALSE, TX
Gunfire,2/15/1971,FALSE, TX
Gunfire,2/15/1971,FALSE, TX
Gunfire,2/15/1971,FALSE, TX
Automobile accident,2/11/1971,FALSE, TX
Gunfire,1/31/1971,FALSE, TX
Assault,1/31/1971,FALSE, TX
Vehicle pursuit,11/11/1970,FALSE, TX
Struck by vehicle,10/2/1970,FALSE, TX
Gunfire,9/4/1970,FALSE, TX
Motorcycle accident,7/24/1970,FALSE, TX
Vehicular assault,6/21/1970,FALSE, TX
Exposure to toxins,5/19/1970,FALSE, TX
Exposure to toxins,5/19/1970,FALSE, TX
Gunfire,2/7/1970,FALSE, TX
Gunfire,1/31/1970,FALSE, TX
Gunfire,1/30/1970,FALSE, TX
Gunfire,1/13/1970,FALSE, TX
Gunfire,12/23/1969,FALSE, TX
Vehicular assault,12/7/1969,FALSE, TX
Gunfire,11/26/1969,FALSE, TX
Heart attack,11/18/1969,FALSE, TX
Gunfire,11/9/1969,FALSE, TX
Gunfire,10/12/1969,FALSE, TX
Gunfire,10/6/1969,FALSE, TX
Gunfire,9/28/1969,FALSE, TX
Heart attack,8/10/1969,FALSE, TX
Gunfire,8/1/1969,FALSE, TX
Automobile accident,6/9/1969,FALSE, TX
Struck by train,4/23/1969,FALSE, TX
Gunfire,2/11/1969,FALSE, TX
Vehicular assault,1/11/1969,FALSE, TX
Gunfire,1/10/1969,FALSE, TX
Struck by train,12/30/1968,FALSE, TX
Gunfire,12/8/1968,FALSE, TX
Motorcycle accident,10/2/1968,FALSE, TX
Accidental,8/22/1968,FALSE, TX
Accidental,8/22/1968,FALSE, TX
Gunfire,8/2/1968,FALSE, TX
Gunfire,7/8/1968,FALSE, TX
Vehicular assault,6/26/1968,FALSE, TX
Gunfire,6/26/1968,FALSE, TX
Drowned,3/25/1968,FALSE, TX
Struck by train,3/10/1968,FALSE, TX
Automobile accident,1/29/1968,FALSE, TX
Automobile accident,1/2/1968,FALSE, TX
Automobile accident,12/24/1967,FALSE, TX
Vehicle pursuit,11/12/1967,FALSE, TX
Automobile accident,11/5/1967,FALSE, TX
Struck by vehicle,10/6/1967,FALSE, TX
Gunfire,8/3/1967,FALSE, TX
Gunfire,5/17/1967,FALSE, TX
Automobile accident,5/9/1967,FALSE, TX
Gunfire,2/1/1967,FALSE, TX
Gunfire,1/21/1967,FALSE, TX
Motorcycle accident,12/16/1966,FALSE, TX
Gunfire,8/4/1966,FALSE, TX
Gunfire,8/1/1966,FALSE, TX
Gunfire,4/25/1966,FALSE, TX
Vehicle pursuit,12/27/1965,FALSE, TX
Vehicular assault,9/23/1965,FALSE, TX
Gunfire,9/21/1965,FALSE, TX
Automobile accident,7/2/1965,FALSE, TX
Gunfire,6/30/1965,FALSE, TX
Gunfire,6/13/1965,FALSE, TX
Gunfire,6/7/1965,FALSE, TX
Automobile accident,5/6/1965,FALSE, TX
Automobile accident,4/27/1965,FALSE, TX
Automobile accident,4/3/1965,FALSE, TX
Gunfire,2/18/1965,FALSE, TX
Struck by vehicle,12/23/1964,FALSE, TX
Gunfire,12/12/1964,FALSE, TX
Automobile accident,11/30/1964,FALSE, TX
Gunfire,11/9/1964,FALSE, TX
Vehicle pursuit,9/5/1964,FALSE, TX
Automobile accident,7/1/1964,FALSE, TX
Gunfire,6/8/1964,FALSE, TX
Vehicle pursuit,1/31/1964,FALSE, TX
Gunfire,1/30/1964,FALSE, TX
Gunfire,1/1/1964,FALSE, TX
Gunfire,12/8/1963,FALSE, TX
Gunfire,11/22/1963,FALSE, TX
Gunfire,11/15/1963,FALSE, TX
Automobile accident,8/27/1963,FALSE, TX
Automobile accident,8/4/1963,FALSE, TX
Gunfire,6/8/1963,FALSE, TX
Heart attack,6/6/1963,FALSE, TX
Struck by vehicle,3/29/1963,FALSE, TX
Gunfire,3/13/1963,FALSE, TX
Vehicle pursuit,3/8/1963,FALSE, TX
Motorcycle accident,3/8/1963,FALSE, TX
Struck by vehicle,1/26/1963,FALSE, TX
Struck by train,12/28/1962,FALSE, TX
Gunfire,12/23/1962,FALSE, TX
Automobile accident,11/5/1962,FALSE, TX
Automobile accident,10/12/1962,FALSE, TX
Gunfire,10/10/1962,FALSE, TX
Gunfire,6/26/1962,FALSE, TX
Gunfire,6/9/1962,FALSE, TX
Gunfire,2/10/1962,FALSE, TX
Automobile accident,12/18/1961,FALSE, TX
Struck by train,12/8/1961,FALSE, TX
Struck by train,12/8/1961,FALSE, TX
Gunfire,11/28/1961,FALSE, TX
Gunfire,10/25/1961,FALSE, TX
Vehicle pursuit,8/19/1961,FALSE, TX
Gunfire,8/4/1961,FALSE, TX
Gunfire,7/17/1961,FALSE, TX
Explosion,6/10/1961,FALSE, TX
Motorcycle accident,4/14/1961,FALSE, TX
Gunfire,3/25/1961,FALSE, TX
Gunfire,12/25/1960,FALSE, TX
Gunfire,9/21/1960,FALSE, TX
Automobile accident,8/27/1960,FALSE, TX
Gunfire,8/22/1960,FALSE, TX
Gunfire,8/11/1960,FALSE, TX
Automobile accident,5/17/1960,FALSE, TX
Automobile accident,2/28/1960,FALSE, TX
Automobile accident,2/12/1960,FALSE, TX
Gunfire,1/10/1960,FALSE, TX
Struck by vehicle,8/3/1959,FALSE, TX
Accidental,7/21/1959,FALSE, TX
Struck by vehicle,7/20/1959,FALSE, TX
Automobile accident,6/4/1959,FALSE, TX
Struck by vehicle,5/20/1959,FALSE, TX
Vehicular assault,3/20/1959,FALSE, TX
Struck by vehicle,11/28/1958,FALSE, TX
Gunfire,6/23/1958,FALSE, TX
Gunfire,6/6/1958,FALSE, TX
Gunfire,2/27/1958,FALSE, TX
Gunfire,2/9/1958,FALSE, TX
Gunfire,12/14/1957,FALSE, TX
Motorcycle accident,10/16/1957,FALSE, TX
Automobile accident,5/19/1957,FALSE, TX
Struck by vehicle,1/25/1957,FALSE, TX
Assault,11/2/1956,FALSE, TX
Gunfire,8/25/1956,FALSE, TX
Vehicle pursuit,6/17/1956,FALSE, TX
Gunfire,3/7/1956,FALSE, TX
Aircraft accident,2/22/1956,FALSE, TX
Gunfire,12/25/1955,FALSE, TX
Gunfire,11/30/1955,FALSE, TX
Motorcycle accident,8/6/1955,FALSE, TX
Automobile accident,7/18/1955,FALSE, TX
Gunfire,5/15/1955,FALSE, TX
Vehicle pursuit,5/8/1955,FALSE, TX
Gunfire,4/30/1955,FALSE, TX
Gunfire,4/30/1955,FALSE, TX
Vehicle pursuit,4/7/1955,FALSE, TX
Gunfire,1/17/1955,FALSE, TX
Vehicle pursuit,1/2/1955,FALSE, TX
Struck by vehicle,12/31/1954,FALSE, TX
Gunfire,11/27/1954,FALSE, TX
Struck by vehicle,9/11/1954,FALSE, TX
Gunfire,8/29/1954,FALSE, TX
Gunfire,6/17/1954,FALSE, TX
Gunfire,6/11/1954,FALSE, TX
Struck by vehicle,5/7/1954,FALSE, TX
Struck by vehicle,3/4/1954,FALSE, TX
Gunfire,2/24/1954,FALSE, TX
Vehicle pursuit,2/14/1954,FALSE, TX
Gunfire,1/25/1954,FALSE, TX
Motorcycle accident,1/12/1954,FALSE, TX
Gunfire,10/2/1953,FALSE, TX
Automobile accident,9/10/1953,FALSE, TX
Gunfire,9/1/1953,FALSE, TX
Gunfire,7/13/1953,FALSE, TX
Gunfire,5/16/1953,FALSE, TX
Automobile accident,4/20/1953,FALSE, TX
Motorcycle accident,10/10/1952,FALSE, TX
Gunfire,8/2/1952,FALSE, TX
Motorcycle accident,6/24/1952,FALSE, TX
Vehicle pursuit,6/17/1952,FALSE, TX
Exposure,4/8/1952,FALSE, TX
Gunfire,2/7/1952,FALSE, TX
Gunfire,12/14/1951,FALSE, TX
Automobile accident,11/24/1951,FALSE, TX
Gunfire,8/24/1951,FALSE, TX
Gunfire,3/17/1951,FALSE, TX
Gunfire,2/7/1951,FALSE, TX
Gunfire,7/14/1950,FALSE, TX
Vehicular assault,4/26/1950,FALSE, TX
Assault,3/29/1950,FALSE, TX
Gunfire,3/12/1950,FALSE, TX
Gunfire,10/6/1949,FALSE, TX
Motorcycle accident,7/28/1949,FALSE, TX
Gunfire,6/11/1949,FALSE, TX
Automobile accident,4/18/1949,FALSE, TX
Automobile accident,4/17/1949,FALSE, TX
Gunfire,2/28/1949,FALSE, TX
Automobile accident,1/17/1949,FALSE, TX
Assault,12/15/1948,FALSE, TX
Gunfire,12/2/1948,FALSE, TX
Automobile accident,11/1/1948,FALSE, TX
Automobile accident,11/1/1948,FALSE, TX
Motorcycle accident,10/14/1948,FALSE, TX
Struck by vehicle,9/5/1948,FALSE, TX
Heart attack,8/7/1948,FALSE, TX
Gunfire,7/14/1948,FALSE, TX
Gunfire,6/5/1948,FALSE, TX
Struck by vehicle,5/30/1948,FALSE, TX
Stabbed,5/29/1948,FALSE, TX
Automobile accident,5/3/1948,FALSE, TX
Automobile accident,5/2/1948,FALSE, TX
Automobile accident,5/2/1948,FALSE, TX
Automobile accident,4/7/1948,FALSE, TX
Gunfire,3/11/1948,FALSE, TX
Gunfire,11/10/1947,FALSE, TX
Gunfire,8/3/1947,FALSE, TX
Stabbed,7/27/1947,FALSE, TX
Gunfire,7/19/1947,FALSE, TX
Gunfire,4/26/1947,FALSE, TX
Aircraft accident,2/12/1947,FALSE, TX
Gunfire,12/4/1946,FALSE, TX
Assault,11/23/1946,FALSE, TX
Gunfire,8/18/1946,FALSE, TX
Stabbed,6/26/1946,FALSE, TX
Struck by train,6/7/1946,FALSE, TX
Gunfire,12/20/1945,FALSE, TX
Struck by train,12/4/1945,FALSE, TX
Gunfire,10/20/1945,FALSE, TX
Motorcycle accident,10/18/1945,FALSE, TX
Assault,10/14/1945,FALSE, TX
Gunfire,7/7/1945,FALSE, TX
Struck by vehicle,3/28/1945,FALSE, TX
Gunfire,3/15/1945,FALSE, TX
Stabbed,3/10/1945,FALSE, TX
Gunfire,3/9/1945,FALSE, TX
Struck by vehicle,12/24/1944,FALSE, TX
Gunfire,6/20/1944,FALSE, TX
Gunfire,6/8/1944,FALSE, TX
Gunfire,5/21/1944,FALSE, TX
Gunfire,5/11/1944,FALSE, TX
Vehicular assault,4/15/1944,FALSE, TX
Gunfire,1/8/1944,FALSE, TX
Gunfire,9/7/1943,FALSE, TX
Struck by vehicle,12/5/1942,FALSE, TX
Gunfire,12/1/1942,FALSE, TX
Motorcycle accident,11/8/1942,FALSE, TX
Gunfire,10/2/1942,FALSE, TX
Gunfire (Accidental),8/19/1942,FALSE, TX
Gunfire,7/21/1942,FALSE, TX
Gunfire,4/11/1942,FALSE, TX
Motorcycle accident,4/5/1942,FALSE, TX
Gunfire,2/12/1942,FALSE, TX
Gunfire,12/4/1941,FALSE, TX
Gunfire,9/15/1941,FALSE, TX
Vehicular assault,9/14/1941,FALSE, TX
Gunfire,9/1/1941,FALSE, TX
Automobile accident,7/16/1941,FALSE, TX
Stabbed,5/18/1941,FALSE, TX
Gunfire,1/13/1941,FALSE, TX
Automobile accident,12/27/1940,FALSE, TX
Heart attack,11/6/1940,FALSE, TX
Automobile accident,10/22/1940,FALSE, TX
Gunfire,10/18/1940,FALSE, TX
Motorcycle accident,10/8/1940,FALSE, TX
Gunfire,9/10/1940,FALSE, TX
Weather/Natural disaster,9/4/1940,FALSE, TX
Heart attack,7/18/1940,FALSE, TX
Gunfire,7/2/1940,FALSE, TX
Gunfire,4/26/1940,FALSE, TX
Gunfire,2/10/1940,FALSE, TX
Gunfire,12/29/1939,FALSE, TX
Gunfire,12/8/1939,FALSE, TX
Gunfire,11/28/1939,FALSE, TX
Gunfire,8/3/1939,FALSE, TX
Gunfire,6/30/1939,FALSE, TX
Gunfire,6/30/1939,FALSE, TX
Gunfire,5/17/1939,FALSE, TX
Gunfire,2/3/1939,FALSE, TX
Gunfire,1/30/1939,FALSE, TX
Motorcycle accident,12/24/1938,FALSE, TX
Gunfire,12/20/1938,FALSE, TX
Heart attack,12/8/1938,FALSE, TX
Stabbed,8/27/1938,FALSE, TX
Struck by vehicle,8/3/1938,FALSE, TX
Gunfire,6/19/1938,FALSE, TX
Gunfire,6/12/1938,FALSE, TX
Vehicle pursuit,6/7/1938,FALSE, TX
Gunfire,3/24/1938,FALSE, TX
Assault,3/24/1938,FALSE, TX
Stabbed,3/20/1938,FALSE, TX
Gunfire,3/2/1938,FALSE, TX
Motorcycle accident,2/15/1938,FALSE, TX
Gunfire,2/15/1938,FALSE, TX
Gunfire,12/14/1937,FALSE, TX
Vehicular assault,12/12/1937,FALSE, TX
Struck by vehicle,12/4/1937,FALSE, TX
Gunfire,11/23/1937,FALSE, TX
Automobile accident,11/8/1937,FALSE, TX
Drowned,10/4/1937,FALSE, TX
Gunfire,9/20/1937,FALSE, TX
Gunfire,9/4/1937,FALSE, TX
Gunfire,7/31/1937,FALSE, TX
Motorcycle accident,6/17/1937,FALSE, TX
Gunfire,3/21/1937,FALSE, TX
Gunfire,3/10/1937,FALSE, TX
Motorcycle accident,2/20/1937,FALSE, TX
Gunfire,1/16/1937,FALSE, TX
Gunfire,12/13/1936,FALSE, TX
Gunfire (Accidental),12/8/1936,FALSE, TX
Gunfire,12/2/1936,FALSE, TX
Heart attack,12/1/1936,FALSE, TX
Gunfire,11/13/1936,FALSE, TX
Gunfire,8/28/1936,FALSE, TX
Automobile accident,7/31/1936,FALSE, TX
Gunfire,6/19/1936,FALSE, TX
Vehicular assault,6/11/1936,FALSE, TX
Gunfire,5/23/1936,FALSE, TX
Gunfire,4/12/1936,FALSE, TX
Gunfire,3/6/1936,FALSE, TX
Gunfire,2/19/1936,FALSE, TX
Struck by vehicle,2/2/1936,FALSE, TX
Automobile accident,1/6/1936,FALSE, TX
Gunfire,12/23/1935,FALSE, TX
Struck by vehicle,11/11/1935,FALSE, TX
Gunfire,11/10/1935,FALSE, TX
Heart attack,11/9/1935,FALSE, TX
Motorcycle accident,11/4/1935,FALSE, TX
Gunfire,9/22/1935,FALSE, TX
Automobile accident,9/12/1935,FALSE, TX
Gunfire,8/11/1935,FALSE, TX
Motorcycle accident,8/10/1935,FALSE, TX
Stabbed,7/21/1935,FALSE, TX
Motorcycle accident,7/11/1935,FALSE, TX
Gunfire,7/7/1935,FALSE, TX
Motorcycle accident,6/29/1935,FALSE, TX
Gunfire,5/29/1935,FALSE, TX
Vehicle pursuit,5/28/1935,FALSE, TX
Drowned,5/18/1935,FALSE, TX
Motorcycle accident,5/17/1935,FALSE, TX
Duty related illness,5/10/1935,FALSE, TX
Gunfire,5/10/1935,FALSE, TX
Gunfire,3/9/1935,FALSE, TX
Gunfire,3/2/1935,FALSE, TX
Gunfire,2/28/1935,FALSE, TX
Gunfire,2/4/1935,FALSE, TX
Gunfire (Accidental),1/22/1935,FALSE, TX
Struck by vehicle,1/12/1935,FALSE, TX
Gunfire,12/28/1934,FALSE, TX
Gunfire,10/27/1934,FALSE, TX
Gunfire,9/9/1934,FALSE, TX
Vehicular assault,8/28/1934,FALSE, TX
Gunfire,7/3/1934,FALSE, TX
Gunfire,6/19/1934,FALSE, TX
Gunfire,6/1/1934,FALSE, TX
Gunfire,5/18/1934,FALSE, TX
Automobile accident,4/26/1934,FALSE, TX
Automobile accident,4/25/1934,FALSE, TX
Assault,4/22/1934,FALSE, TX
Gunfire,4/1/1934,FALSE, TX
Gunfire,4/1/1934,FALSE, TX
Gunfire,2/16/1934,FALSE, TX
Gunfire,2/15/1934,FALSE, TX
Gunfire,2/14/1934,FALSE, TX
Gunfire,1/27/1934,FALSE, TX
Gunfire,1/5/1934,FALSE, TX
Motorcycle accident,12/28/1933,FALSE, TX
Gunfire,12/11/1933,FALSE, TX
Motorcycle accident,12/3/1933,FALSE, TX
Gunfire,11/1/1933,FALSE, TX
Motorcycle accident,10/18/1933,FALSE, TX
Vehicle pursuit,10/16/1933,FALSE, TX
Automobile accident,9/9/1933,FALSE, TX
Gunfire,8/27/1933,FALSE, TX
Struck by vehicle,8/8/1933,FALSE, TX
Gunfire,7/24/1933,FALSE, TX
Gunfire,6/29/1933,FALSE, TX
Gunfire,6/29/1933,FALSE, TX
Stabbed,6/20/1933,FALSE, TX
Gunfire,6/19/1933,FALSE, TX
Gunfire,6/15/1933,FALSE, TX
Motorcycle accident,6/2/1933,FALSE, TX
Stabbed,4/30/1933,FALSE, TX
Gunfire,3/26/1933,FALSE, TX
Stabbed,3/22/1933,FALSE, TX
Gunfire,2/24/1933,FALSE, TX
Gunfire,1/27/1933,FALSE, TX
Gunfire,1/23/1933,FALSE, TX
Gunfire,1/6/1933,FALSE, TX
Gunfire,12/16/1932,FALSE, TX
Assault,11/3/1932,FALSE, TX
Gunfire,10/16/1932,FALSE, TX
Gunfire,9/18/1932,FALSE, TX
Gunfire,8/20/1932,FALSE, TX
Gunfire,7/6/1932,FALSE, TX
Gunfire,6/13/1932,FALSE, TX
Motorcycle accident,4/16/1932,FALSE, TX
Gunfire,3/20/1932,FALSE, TX
Gunfire,3/17/1932,FALSE, TX
Gunfire,2/8/1932,FALSE, TX
Motorcycle accident,1/18/1932,FALSE, TX
Gunfire,1/11/1932,FALSE, TX
Automobile accident,12/27/1931,FALSE, TX
Struck by vehicle,12/2/1931,FALSE, TX
Gunfire,11/18/1931,FALSE, TX
Gunfire,8/10/1931,FALSE, TX
Gunfire,8/6/1931,FALSE, TX
Gunfire,8/4/1931,FALSE, TX
Gunfire,8/2/1931,FALSE, TX
Gunfire,7/26/1931,FALSE, TX
Gunfire,7/26/1931,FALSE, TX
Gunfire,7/24/1931,FALSE, TX
Gunfire,7/7/1931,FALSE, TX
Gunfire,7/6/1931,FALSE, TX
Gunfire (Accidental),6/11/1931,FALSE, TX
Gunfire,5/28/1931,FALSE, TX
Struck by vehicle,4/25/1931,FALSE, TX
Gunfire,1/2/1931,FALSE, TX
Motorcycle accident,12/25/1930,FALSE, TX
Gunfire,12/20/1930,FALSE, TX
Motorcycle accident,12/14/1930,FALSE, TX
Motorcycle accident,12/3/1930,FALSE, TX
Gunfire,11/23/1930,FALSE, TX
Gunfire,10/29/1930,FALSE, TX
Struck by vehicle,10/10/1930,FALSE, TX
Gunfire,9/30/1930,FALSE, TX
Gunfire,9/20/1930,FALSE, TX
Gunfire,7/29/1930,FALSE, TX
Gunfire,7/19/1930,FALSE, TX
Gunfire,7/1/1930,FALSE, TX
Gunfire (Accidental),4/16/1930,FALSE, TX
Vehicle pursuit,3/22/1930,FALSE, TX
Gunfire,3/15/1930,FALSE, TX
Gunfire,3/5/1930,FALSE, TX
Gunfire,2/14/1930,FALSE, TX
Gunfire,1/2/1930,FALSE, TX
Gunfire,12/23/1929,FALSE, TX
Motorcycle accident,12/17/1929,FALSE, TX
Assault,12/15/1929,FALSE, TX
Gunfire,11/20/1929,FALSE, TX
Gunfire,11/18/1929,FALSE, TX
Gunfire,10/15/1929,FALSE, TX
Gunfire,9/13/1929,FALSE, TX
Gunfire,9/8/1929,FALSE, TX
Gunfire,8/24/1929,FALSE, TX
Vehicle pursuit,7/27/1929,FALSE, TX
Gunfire,7/23/1929,FALSE, TX
Gunfire,6/22/1929,FALSE, TX
Gunfire,6/21/1929,FALSE, TX
Gunfire,6/19/1929,FALSE, TX
Gunfire (Accidental),6/1/1929,FALSE, TX
Gunfire,3/21/1929,FALSE, TX
Gunfire,2/28/1929,FALSE, TX
Gunfire (Accidental),2/10/1929,FALSE, TX
Gunfire,1/13/1929,FALSE, TX
Gunfire,10/28/1928,FALSE, TX
Gunfire,10/9/1928,FALSE, TX
Gunfire,9/29/1928,FALSE, TX
Gunfire,9/22/1928,FALSE, TX
Gunfire,9/17/1928,FALSE, TX
Gunfire,8/28/1928,FALSE, TX
Gunfire,8/23/1928,FALSE, TX
Gunfire,7/27/1928,FALSE, TX
Gunfire,6/17/1928,FALSE, TX
Gunfire,6/9/1928,FALSE, TX
Heart attack,5/31/1928,FALSE, TX
Gunfire,5/20/1928,FALSE, TX
Gunfire,4/22/1928,FALSE, TX
Gunfire,4/19/1928,FALSE, TX
Gunfire,3/25/1928,FALSE, TX
Gunfire,3/14/1928,FALSE, TX
Gunfire,2/19/1928,FALSE, TX
Gunfire,2/13/1928,FALSE, TX
Gunfire (Accidental),2/2/1928,FALSE, TX
Gunfire,1/7/1928,FALSE, TX
Duty related illness,12/26/1927,FALSE, TX
Gunfire,12/23/1927,FALSE, TX
Gunfire,12/5/1927,FALSE, TX
Gunfire,11/28/1927,FALSE, TX
Gunfire,11/10/1927,FALSE, TX
Motorcycle accident,10/22/1927,FALSE, TX
Gunfire,10/9/1927,FALSE, TX
Gunfire,10/4/1927,FALSE, TX
Gunfire,9/30/1927,FALSE, TX
Aircraft accident,9/15/1927,FALSE, TX
Gunfire,9/11/1927,FALSE, TX
Gunfire,8/27/1927,FALSE, TX
Gunfire,8/27/1927,FALSE, TX
Automobile accident,7/30/1927,FALSE, TX
Vehicle pursuit,6/29/1927,FALSE, TX
Motorcycle accident,5/28/1927,FALSE, TX
Gunfire (Accidental),5/9/1927,FALSE, TX
Automobile accident,5/8/1927,FALSE, TX
Struck by vehicle,4/2/1927,FALSE, TX
Gunfire,4/1/1927,FALSE, TX
Gunfire,4/1/1927,FALSE, TX
Motorcycle accident,3/29/1927,FALSE, TX
Gunfire,3/19/1927,FALSE, TX
Gunfire,3/12/1927,FALSE, TX
Motorcycle accident,3/11/1927,FALSE, TX
Gunfire,1/30/1927,FALSE, TX
Assault,12/23/1926,FALSE, TX
Gunfire,11/30/1926,FALSE, TX
Gunfire,11/28/1926,FALSE, TX
Gunfire,11/12/1926,FALSE, TX
Gunfire,10/23/1926,FALSE, TX
Gunfire,10/13/1926,FALSE, TX
Gunfire,10/11/1926,FALSE, TX
Vehicle pursuit,10/3/1926,FALSE, TX
Gunfire,9/5/1926,FALSE, TX
Gunfire,9/5/1926,FALSE, TX
Gunfire,7/22/1926,FALSE, TX
Gunfire,6/1/1926,FALSE, TX
Gunfire,3/25/1926,FALSE, TX
Gunfire,2/4/1926,FALSE, TX
Gunfire,12/23/1925,FALSE, TX
Struck by vehicle,12/6/1925,FALSE, TX
Automobile accident,9/23/1925,FALSE, TX
Gunfire,9/22/1925,FALSE, TX
Gunfire,9/17/1925,FALSE, TX
Gunfire,8/26/1925,FALSE, TX
Gunfire,8/6/1925,FALSE, TX
Gunfire,7/12/1925,FALSE, TX
Gunfire,7/6/1925,FALSE, TX
Gunfire,7/5/1925,FALSE, TX
Gunfire,6/28/1925,FALSE, TX
Gunfire,6/21/1925,FALSE, TX
Gunfire,5/16/1925,FALSE, TX
Gunfire,3/24/1925,FALSE, TX
Gunfire,3/24/1925,FALSE, TX
Gunfire,2/14/1925,FALSE, TX
Gunfire,2/8/1925,FALSE, TX
Gunfire,1/25/1925,FALSE, TX
Gunfire (Accidental),1/13/1925,FALSE, TX
Gunfire (Accidental),10/7/1924,FALSE, TX
Automobile accident,9/28/1924,FALSE, TX
Gunfire,9/4/1924,FALSE, TX
Motorcycle accident,8/23/1924,FALSE, TX
Gunfire,7/23/1924,FALSE, TX
Gunfire,7/23/1924,FALSE, TX
Gunfire,7/14/1924,FALSE, TX
Gunfire,3/28/1924,FALSE, TX
Gunfire,3/19/1924,FALSE, TX
Gunfire,2/21/1924,FALSE, TX
Gunfire,2/17/1924,FALSE, TX
Gunfire,1/10/1924,FALSE, TX
Gunfire,11/25/1923,FALSE, TX
Gunfire,9/26/1923,FALSE, TX
Gunfire (Accidental),9/19/1923,FALSE, TX
Gunfire (Accidental),9/14/1923,FALSE, TX
Gunfire,8/16/1923,FALSE, TX
Motorcycle accident,8/11/1923,FALSE, TX
Exposure to toxins,8/8/1923,FALSE, TX
Gunfire,5/28/1923,FALSE, TX
Gunfire,5/24/1923,FALSE, TX
Gunfire,4/19/1923,FALSE, TX
Gunfire,4/12/1923,FALSE, TX
Gunfire,4/1/1923,FALSE, TX
Gunfire,4/1/1923,FALSE, TX
Motorcycle accident,3/7/1923,FALSE, TX
Gunfire (Accidental),1/23/1923,FALSE, TX
Gunfire,12/21/1922,FALSE, TX
Struck by train,11/7/1922,FALSE, TX
Drowned,4/25/1922,FALSE, TX
Gunfire (Accidental),4/3/1922,FALSE, TX
Gunfire (Accidental),2/7/1922,FALSE, TX
Gunfire,12/26/1921,FALSE, TX
Gunfire,12/24/1921,FALSE, TX
Fall,9/17/1921,FALSE, TX
Motorcycle accident,9/17/1921,FALSE, TX
Motorcycle accident,8/13/1921,FALSE, TX
Gunfire (Accidental),7/1/1921,FALSE, TX
Gunfire,6/27/1921,FALSE, TX
Automobile accident,6/24/1921,FALSE, TX
Vehicular assault,6/19/1921,FALSE, TX
Gunfire,6/13/1921,FALSE, TX
Gunfire,2/19/1921,FALSE, TX
Gunfire,12/26/1920,FALSE, TX
Gunfire,12/20/1920,FALSE, TX
Gunfire,12/11/1920,FALSE, TX
Stabbed,12/5/1920,FALSE, TX
Gunfire,11/4/1920,FALSE, TX
Gunfire,9/30/1920,FALSE, TX
Gunfire,9/30/1920,FALSE, TX
Gunfire,9/15/1920,FALSE, TX
Gunfire,7/21/1920,FALSE, TX
Gunfire,7/20/1920,FALSE, TX
Gunfire,6/26/1920,FALSE, TX
Gunfire,4/9/1920,FALSE, TX
